term_str,n,n_chars,p,s,i,h
saddle,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wiping,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
built,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
flashes,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
gored,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
rail,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
added,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ways,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pounding,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
brothel,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
botins,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
actual,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
girones,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
behaved,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
profiled,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
runway,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
attitude,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dim,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
sounded,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
runners,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
amateurs,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
barren,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
stool,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
evidently,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
everybodys,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
stiffen,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
onlookers,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
avoided,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
social,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hitched,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
rubbing,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wayne,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
fences,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
third,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
cheeks,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
lavigne,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
rushed,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
aloysius,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
rigid,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
entrance,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
reflects,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
arena,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
railway,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
report,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
sweaty,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
taste,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
exploded,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
spaniards,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pigeons,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
carabineers,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
miserable,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
3,2,1,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
w,2,1,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
orquito,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
decent,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
attractive,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
learn,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hullo,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
englishwoman,2,12,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
holy,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
passing,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
madeleine,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
sink,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
kneel,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
treated,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
paused,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
backs,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
fortuna,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
slipped,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
starts,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
jo,2,2,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
staying,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
editor,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
grant,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
reach,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
goats,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
shaky,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
shoot,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tragedy,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
announcement,2,12,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
establishment,2,13,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wondering,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
boiling,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
society,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
padiglione,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
arrobas,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ladyship,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
speaks,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
gesturing,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
levelled,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
parc,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dancer,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ruddy,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
counsel,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
thanked,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dully,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
happening,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
lucky,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
lincoln,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
loves,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
passageway,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
copy,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
loaned,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wrist,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
translation,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
fold,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
painted,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
nightmare,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
competition,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
incense,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
senlis,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
loopholes,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
quelquune,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
language,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
contemptuous,2,12,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
steeply,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
necks,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
picture,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
barreras,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
telegraph,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
experts,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
clay,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
fifers,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
faster,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
60,2,2,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
timber,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
sail,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
truck,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
softly,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
bitches,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
partner,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hurray,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
net,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
handle,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
connections,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
stools,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wonderfully,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
striding,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hurried,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
platonic,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
interrupt,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
fake,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
excited,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
handkerchiefs,2,13,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
special,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
lourdes,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
val,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hump,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
passports,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
sex,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
impotent,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
scheduled,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
steps,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
checks,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
cask,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
bathrobe,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
suggested,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
loyola,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dressing,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
permanently,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
jack,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
daughters,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
worse,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
draw,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
piano,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dusty,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
cries,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
impulse,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
faked,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hungry,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
platform,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
calmly,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pop,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
monte,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
surf,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pitiful,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pants,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
learning,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
month,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dish,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
s,2,1,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
mention,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hose,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
noble,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
arrested,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ducked,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
authority,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
forced,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
breeder,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
skirt,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tricks,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dwarfs,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ours,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dignitaries,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dripping,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
proud,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wheeler,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
arranging,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
smell,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
figured,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
consequences,2,12,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
louis,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
antiquities,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
filing,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
casks,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
royal,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
less,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
izzarra,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
mattock,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
collar,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
signs,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
borracho,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
towel,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
lavignes,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
calls,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
klaxon,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
trembling,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
direct,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
compete,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
uncorked,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
b,2,1,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tops,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
panel,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
review,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
grave,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
rained,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
counts,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
faces,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tourists,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
longer,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
moments,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
printed,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
wounded,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
further,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
buildings,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
members,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
plains,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hissed,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
rebound,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
repeated,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tells,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
torero,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
vinegar,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
painful,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
cherokee,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tuileries,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
saucers,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
womanly,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
demanded,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
marched,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
therell,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
intricate,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ponte,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
banners,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
actually,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
disorder,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
loud,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
future,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
beard,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
bench,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tossing,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
prince,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
system,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
costumes,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
crouched,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
writes,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
gibraltar,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
discounted,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pine,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
che,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
undressing,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
chambermaid,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
furrowed,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
team,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
ranch,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
enjoyed,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
bridges,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
closer,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
policemen,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
studying,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
furled,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
bishop,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
flight,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
prices,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
baited,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
boots,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
blank,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
song,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pitcher,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
awkwardly,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
discolored,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
cloudy,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
underneath,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
luz,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hilt,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
carlo,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
announced,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
workmen,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
definite,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
trunks,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
beautifully,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
lamp,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dragged,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
expressions,2,11,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
jacket,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
très,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
plates,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
classes,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
roads,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
turgenieff,2,10,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
cushions,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
squared,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
hike,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
unwrapped,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
self,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
publisher,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
stirred,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
dug,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
bilge,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
poker,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
serving,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
gestured,2,8,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
george,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
sunburned,2,9,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
fort,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
writers,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
voiced,2,6,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
inner,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
reed,2,4,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
quickly,2,7,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
jawed,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
brush,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
pie,2,3,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
diner,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
tabul,2,5,2.791892344631191e-05,35818.0,15.128397162137498,0.00042236856223511914
