,token_str,pos,n
1580,tennis,NN,6
1583,he,PRP,2
1584,said,VBD,4
1586,I,PRP,1
1587,watched,VBD,7
1588,him,PRP,3
1589,walk,VB,4
1590,back,RB,4
1591,to,TO,2
1592,the,DT,3
1593,café,NN,4
1594,holding,VBG,7
1595,his,PRP$,3
1596,paper,NN,5
1598,I,PRP,1
1599,rather,RB,6
1600,liked,VBD,5
1601,him,PRP,3
1602,and,CC,3
1603,evidently,RB,9
1604,she,PRP,3
1605,led,VBD,3
1606,him,PRP,3
1607,quite,VB,5
1608,a,DT,1
1609,life,NN,4
1611,CHAPTER,NN,7
1613,That,IN,4
1614,winter,NN,6
1615,Robert,NNP,6
1616,Cohn,NNP,4
1617,went,VBD,4
1618,over,IN,4
1619,to,TO,2
1620,America,NNP,7
1621,with,IN,4
1622,his,PRP$,3
1623,novel,NN,5
1625,and,CC,3
1626,it,PRP,2
1627,was,VBD,3
1628,accepted,VBN,8
1629,by,IN,2
1630,a,DT,1
1631,fairly,RB,6
1632,good,JJ,4
1633,publisher,NN,9
1635,His,PRP$,3
1636,going,VBG,5
1637,made,VBD,4
1638,an,DT,2
1639,awful,JJ,5
1640,row,NN,3
1641,I,PRP,1
1642,heard,VBD,5
1644,and,CC,3
1645,I,PRP,1
1646,think,VBP,5
1647,that,DT,4
1648,was,VBD,3
1649,where,WRB,5
1650,Frances,NNS,7
1651,lost,VBD,4
1652,him,PRP,3
1654,because,IN,7
1655,several,JJ,7
1656,women,NNS,5
1657,were,VBD,4
1658,nice,JJ,4
1659,to,TO,2
1660,him,PRP,3
1661,in,IN,2
1662,New,NNP,3
1663,York,NNP,4
1665,and,CC,3
1666,when,WRB,4
1667,he,PRP,2
1668,came,VBD,4
1669,back,RB,4
1670,he,PRP,2
1671,was,VBD,3
1672,quite,RB,5
1673,changed,VBN,7
1675,He,PRP,2
1676,was,VBD,3
1677,more,RBR,4
1678,enthusiastic,JJ,12
1679,about,IN,5
1680,America,NNP,7
1681,than,IN,4
1682,ever,RB,4
1684,and,CC,3
1685,he,PRP,2
1686,was,VBD,3
1687,not,RB,3
1688,so,RB,2
1689,simple,JJ,6
1691,and,CC,3
1692,he,PRP,2
1693,was,VBD,3
1694,not,RB,3
1695,so,RB,2
1696,nice,JJ,4
1698,The,DT,3
1699,publishers,NNS,10
1700,had,VBD,3
1701,praised,VBN,7
1702,his,PRP$,3
1703,novel,JJ,5
1704,pretty,RB,6
1705,highly,RB,6
1706,and,CC,3
1707,it,PRP,2
1708,rather,RB,6
1709,went,VBD,4
1710,to,TO,2
1711,his,PRP$,3
1712,head,NN,4
1714,Then,RB,4
1715,several,JJ,7
1716,women,NNS,5
1717,had,VBD,3
1718,put,VBN,3
1719,themselves,PRP,10
1720,out,IN,3
1721,to,TO,2
1722,be,VB,2
1723,nice,JJ,4
1724,to,TO,2
1725,him,PRP,3
1727,and,CC,3
1728,his,PRP$,3
1729,horizons,NNS,8
1730,had,VBD,3
1731,all,DT,3
1732,shifted,VBN,7
1734,For,IN,3
1735,four,CD,4
1736,years,NNS,5
1737,his,PRP$,3
1738,horizon,NN,7
1739,had,VBD,3
1740,been,VBN,4
1741,absolutely,RB,10
1742,limited,VBN,7
1743,to,TO,2
1744,his,PRP$,3
1745,wife,NN,4
1747,For,IN,3
1748,three,CD,5
1749,years,NNS,5
1751,or,CC,2
1752,almost,RB,6
1753,three,CD,5
1754,years,NNS,5
1756,he,PRP,2
1757,had,VBD,3
1758,never,RB,5
1759,seen,VBN,4
1760,beyond,IN,6
1761,Frances,NNS,7
1763,I,PRP,1
1764,am,VBP,2
1765,sure,RB,4
1766,he,PRP,2
1767,had,VBD,3
1768,never,RB,5
1769,been,VBN,4
1770,in,IN,2
1771,love,NN,4
1772,in,IN,2
1773,his,PRP$,3
1774,life,NN,4
1776,He,PRP,2
1777,had,VBD,3
1778,married,VBN,7
1779,on,IN,2
1780,the,DT,3
1781,rebound,NN,7
1782,from,IN,4
1783,the,DT,3
1784,rotten,JJ,6
1785,time,NN,4
1786,he,PRP,2
1787,had,VBD,3
1788,in,IN,2
1789,college,NN,7
1791,and,CC,3
1792,Frances,NNS,7
1793,took,VBD,4
1794,him,PRP,3
1795,on,IN,2
1796,the,DT,3
1797,rebound,NN,7
1798,from,IN,4
1799,his,PRP$,3
1800,discovery,NN,9
1801,that,IN,4
1802,he,PRP,2
1803,had,VBD,3
1804,not,RB,3
1805,been,VBN,4
1806,everything,NN,10
1807,to,TO,2
1808,his,PRP$,3
1809,first,JJ,5
1810,wife,NN,4
1812,He,PRP,2
1813,was,VBD,3
1814,not,RB,3
1815,in,IN,2
1816,love,NN,4
1817,yet,RB,3
1818,but,CC,3
1819,he,PRP,2
1820,realized,VBD,8
1821,that,IN,4
1822,he,PRP,2
1823,was,VBD,3
1824,an,DT,2
1825,attractive,JJ,10
1826,quantity,NN,8
1827,to,TO,2
1828,women,NNS,5
1830,and,CC,3
1831,that,IN,4
1832,the,DT,3
1833,fact,NN,4
1834,of,IN,2
1835,a,DT,1
1836,woman,NN,5
1837,caring,VBG,6
1838,for,IN,3
1839,him,PRP,3
1840,and,CC,3
1841,wanting,VBG,7
1842,to,TO,2
1843,live,VB,4
1844,with,IN,4
1845,him,PRP,3
1846,was,VBD,3
1847,not,RB,3
1848,simply,RB,6
1849,a,DT,1
1850,divine,NN,6
1851,miracle,NN,7
1853,This,DT,4
1854,changed,VBD,7
1855,him,PRP,3
1856,so,RB,2
1857,that,IN,4
1858,he,PRP,2
1859,was,VBD,3
1860,not,RB,3
1861,so,RB,2
1862,pleasant,JJ,8
1863,to,TO,2
1864,have,VB,4
1865,around,RP,6
1867,Also,RB,4
1869,playing,VBG,7
1870,for,IN,3
1871,higher,JJR,6
1872,stakes,NNS,6
1873,than,IN,4
1874,he,PRP,2
1875,could,MD,5
1876,afford,VB,6
1877,in,IN,2
1878,some,DT,4
1879,rather,RB,6
1880,steep,JJ,5
1881,bridge,NN,6
1882,games,NNS,5
1883,with,IN,4
1884,his,PRP$,3
1885,New,NNP,3
1886,York,NNP,4
1887,connections,NNS,11
1889,he,PRP,2
1890,had,VBD,3
1891,held,VBN,4
1892,cards,NNS,5
1893,and,CC,3
1894,won,VBD,3
1895,several,JJ,7
1896,hundred,CD,7
1897,dollars,NNS,7
1899,It,PRP,2
1900,made,VBD,4
1901,him,PRP,3
1902,rather,RB,6
1903,vain,NN,4
1904,of,IN,2
1905,his,PRP$,3
1906,bridge,NN,6
1907,game,NN,4
1909,and,CC,3
1910,he,PRP,2
1911,talked,VBD,6
1912,several,JJ,7
1913,times,NNS,5
1914,of,IN,2
1915,how,WRB,3
1916,a,DT,1
1917,man,NN,3
1918,could,MD,5
1919,always,RB,6
1920,make,VB,4
1921,a,DT,1
1922,living,NN,6
1923,at,IN,2
1924,bridge,NN,6
1925,if,IN,2
1926,he,PRP,2
1927,were,VBD,4
1928,ever,RB,4
1929,forced,VBN,6
1930,to,TO,2
1932,Then,RB,4
1933,there,EX,5
1934,was,VBD,3
1935,another,DT,7
1936,thing,NN,5
1938,He,PRP,2
1939,had,VBD,3
1940,been,VBN,4
1941,reading,VBG,7
1942,W.,NNP,2
1943,H.,NNP,2
1944,Hudson,NNP,6
1946,That,DT,4
1947,sounds,VBZ,6
1948,like,IN,4
1949,an,DT,2
1950,innocent,JJ,8
1951,occupation,NN,10
1953,but,CC,3
1954,Cohn,NNP,4
1955,had,VBD,3
1956,read,VBN,4
1957,and,CC,3
1958,reread,JJ,6
1960,The,DT,3
1961,Purple,NNP,6
1962,Land.,NNP,5
1965,The,DT,3
1966,Purple,NNP,6
1967,Land,NNP,4
1969,is,VBZ,2
1970,a,DT,1
1971,very,RB,4
1972,sinister,JJ,8
1973,book,NN,4
1974,if,IN,2
1975,read,VBN,4
1976,too,RB,3
1977,late,JJ,4
1978,in,IN,2
1979,life,NN,4
1981,It,PRP,2
1982,recounts,VBZ,8
1983,splendid,JJ,8
1984,imaginary,JJ,9
1985,amorous,JJ,7
1986,adventures,NNS,10
1987,of,IN,2
1988,a,DT,1
1989,perfect,JJ,7
1990,English,NNP,7
1991,gentleman,NN,9
1992,in,IN,2
1993,an,DT,2
1994,intensely,RB,9
1995,romantic,JJ,8
1996,land,NN,4
1998,the,DT,3
1999,scenery,NN,7
2000,of,IN,2
2001,which,WDT,5
2002,is,VBZ,2
2003,very,RB,4
2004,well,RB,4
2005,described,VBN,9
2007,For,IN,3
2008,a,DT,1
2009,man,NN,3
2010,to,TO,2
2011,take,VB,4
2012,it,PRP,2
2013,at,IN,2
2014,thirty-four,JJ,11
2015,as,IN,2
2016,a,DT,1
2017,guide-book,NN,10
2018,to,TO,2
2019,what,WP,4
2020,life,NN,4
2021,holds,VBZ,5
2022,is,VBZ,2
2023,about,IN,5
2024,as,RB,2
2025,safe,JJ,4
2026,as,IN,2
2027,it,PRP,2
2028,would,MD,5
2029,be,VB,2
2030,for,IN,3
2031,a,DT,1
2032,man,NN,3
2033,of,IN,2
2034,the,DT,3
2035,same,JJ,4
2036,age,NN,3
2037,to,TO,2
2038,enter,VB,5
2039,Wall,NNP,4
2040,Street,NNP,6
2041,direct,VBP,6
2042,from,IN,4
2043,a,DT,1
2044,French,JJ,6
2045,convent,NN,7
2047,equipped,VBN,8
2048,with,IN,4
2049,a,DT,1
2050,complete,JJ,8
2051,set,NN,3
2052,of,IN,2
2053,the,DT,3
2054,more,RBR,4
2055,practical,JJ,9
2056,Alger,NNP,5
2057,books,NNS,5
2059,Cohn,NNP,4
2061,I,PRP,1
2062,believe,VBP,7
2064,took,VBD,4
2065,every,DT,5
2066,word,NN,4
2067,of,IN,2
2069,The,DT,3
2070,Purple,NNP,6
2071,Land,NNP,4
2073,as,RB,2
2074,literally,RB,9
2075,as,IN,2
2076,though,IN,6
2077,it,PRP,2
2078,had,VBD,3
2079,been,VBN,4
2080,an,DT,2
2081,R.,NNP,2
2082,G.,NNP,2
2083,Dun,NNP,3
2084,report,NN,6
2086,You,PRP,3
2087,understand,VBP,10
2088,me,PRP,2
2090,he,PRP,2
2091,made,VBD,4
2092,some,DT,4
2093,reservations,NNS,12
2095,but,CC,3
2096,on,IN,2
2097,the,DT,3
2098,whole,JJ,5
2099,the,DT,3
2100,book,NN,4
2101,to,TO,2
2102,him,PRP,3
2103,was,VBD,3
2104,sound,NN,5
2106,It,PRP,2
2107,was,VBD,3
2108,all,DT,3
2109,that,DT,4
2110,was,VBD,3
2111,needed,VBN,6
2112,to,TO,2
2113,set,VB,3
2114,him,PRP,3
2115,off,RP,3
2117,I,PRP,1
2118,did,VBD,3
2119,not,RB,3
2120,realize,VB,7
2121,the,DT,3
2122,extent,NN,6
2123,to,TO,2
2124,which,WDT,5
2125,it,PRP,2
2126,had,VBD,3
2127,set,VBN,3
2128,him,PRP,3
2129,off,RP,3
2130,until,IN,5
2131,one,CD,3
2132,day,NN,3
2133,he,PRP,2
2134,came,VBD,4
2135,into,IN,4
2136,my,PRP$,2
2137,office,NN,6
2140,Hello,NNP,5
2142,Robert,NNP,6
2145,I,PRP,1
2146,said,VBD,4
2149,Did,NNP,3
2150,you,PRP,3
2151,come,VB,4
2152,in,IN,2
2153,to,TO,2
2154,cheer,VB,5
2155,me,PRP,2
2156,up,RP,2
2160,Would,MD,5
2161,you,PRP,3
2162,like,VB,4
2163,to,TO,2
2164,go,VB,2
2165,to,TO,2
2166,South,NNP,5
2167,America,NNP,7
2169,Jake,NNP,4
2172,he,PRP,2
2173,asked,VBD,5
2176,No.,NN,3
2179,Why,WRB,3
2180,not,RB,3
2184,I,PRP,1
2185,don,VBP,3
2187,t,NN,1
2188,know,VBP,4
2190,I,PRP,1
2191,never,RB,5
2192,wanted,VBD,6
2193,to,TO,2
2194,go,VB,2
2196,Too,NNP,3
2197,expensive,JJ,9
2199,You,PRP,3
2200,can,MD,3
2201,see,VB,3
2202,all,PDT,3
2203,the,DT,3
2204,South,NNP,5
2205,Americans,NNPS,9
2206,you,PRP,3
2207,want,VBP,4
2208,in,IN,2
2209,Paris,NNP,5
2210,anyway.,NN,7
2213,They,PRP,4
2215,re,VBZ,2
2216,not,RB,3
2217,the,DT,3
2218,real,JJ,4
2219,South,NNP,5
2220,Americans.,NNP,10
2223,They,PRP,4
2224,look,VBP,4
2225,awfully,RB,7
2226,real,JJ,4
2227,to,TO,2
2228,me.,VB,3
2230,I,PRP,1
2231,had,VBD,3
2232,a,DT,1
2233,boat,NN,4
2234,train,NN,5
2235,to,TO,2
2236,catch,VB,5
2237,with,IN,4
2238,a,DT,1
2239,week,NN,4
2241,s,JJ,1
2242,mail,NN,4
2243,stories,NNS,7
2245,and,CC,3
2246,only,RB,4
2247,half,NN,4
2248,of,IN,2
2249,them,PRP,4
2250,written,VBN,7
2253,Do,NNP,2
2254,you,PRP,3
2255,know,VBP,4
2256,any,DT,3
2257,dirt,NN,4
2260,I,PRP,1
2261,asked,VBD,5
2264,No.,NN,3
2267,None,NNP,4
2268,of,IN,2
2269,your,PRP$,4
2270,exalted,JJ,7
2271,connections,NNS,11
2272,getting,VBG,7
2273,divorces,NNS,8
2277,No,DT,2
2279,listen,VB,6
2281,Jake,NNP,4
2283,If,IN,2
2284,I,PRP,1
2285,handled,VBD,7
2286,both,DT,4
2287,our,PRP$,3
2288,expenses,NNS,8
2290,would,MD,5
2291,you,PRP,3
2292,go,VB,2
2293,to,TO,2
2294,South,NNP,5
2295,America,NNP,7
2296,with,IN,4
2297,me,PRP,2
2301,Why,WRB,3
2302,me,PRP,2
2306,You,PRP,3
2307,can,MD,3
2308,talk,VB,4
2309,Spanish,JJ,7
2311,And,CC,3
2312,it,PRP,2
2313,would,MD,5
2314,be,VB,2
2315,more,JJR,4
2316,fun,NN,3
2317,with,IN,4
2318,two,CD,3
2319,of,IN,2
2320,us.,JJ,3
2323,No,NNP,2
2326,I,PRP,1
2327,said,VBD,4
2330,I,PRP,1
2331,like,IN,4
2332,this,DT,4
2333,town,NN,4
2334,and,CC,3
2335,I,PRP,1
2336,go,VBP,2
2337,to,TO,2
2338,Spain,NNP,5
2339,in,IN,2
2340,the,DT,3
2341,summer-time.,JJ,12
2344,All,NNP,3
2345,my,PRP$,2
2346,life,NN,4
2347,I,PRP,1
2349,ve,RB,2
2350,wanted,VBN,6
2351,to,TO,2
2352,go,VB,2
2353,on,IN,2
2354,a,DT,1
2355,trip,NN,4
2356,like,IN,4
2357,that,DT,4
2360,Cohn,NNP,4
2361,said,VBD,4
2363,He,PRP,2
2364,sat,VBD,3
2365,down,RB,4
2368,I,PRP,1
2370,ll,JJ,2
2371,be,VB,2
2372,too,RB,3
2373,old,JJ,3
2374,before,IN,6
2375,I,PRP,1
2376,can,MD,3
2377,ever,RB,4
2378,do,VB,2
2379,it.,VB,3
2382,Don,NNP,3
2384,t,NN,1
2385,be,VB,2
2386,a,DT,1
2387,fool,NN,4
2390,I,PRP,1
2391,said,VBD,4
2394,You,PRP,3
2395,can,MD,3
2396,go,VB,2
2397,anywhere,RB,8
2398,you,PRP,3
2399,want,VBP,4
2401,You,PRP,3
2403,ve,JJ,2
2404,got,VBD,3
2405,plenty,NN,6
2406,of,IN,2
2407,money.,NN,6
2410,I,PRP,1
2411,know,VBP,4
2413,But,CC,3
2414,I,PRP,1
2415,can,MD,3
2417,t,JJ,1
2418,get,VB,3
2419,started.,JJ,8
2422,Cheer,NNP,5
2423,up,RB,2
2426,I,PRP,1
2427,said,VBD,4
2430,All,DT,3
2431,countries,NNS,9
2432,look,VBP,4
2433,just,RB,4
2434,like,IN,4
2435,the,DT,3
2436,moving,VBG,6
2437,pictures.,NN,9
2439,But,CC,3
2440,I,PRP,1
2441,felt,VBD,4
2442,sorry,NN,5
2443,for,IN,3
2444,him,PRP,3
2446,He,PRP,2
2447,had,VBD,3
2448,it,PRP,2
2449,badly,RB,5
2452,I,PRP,1
2453,can,MD,3
2455,t,JJ,1
2456,stand,VB,5
2457,it,PRP,2
2458,to,TO,2
2459,think,VB,5
2460,my,PRP$,2
2461,life,NN,4
2462,is,VBZ,2
2463,going,VBG,5
2464,so,RB,2
2465,fast,RB,4
2466,and,CC,3
2467,I,PRP,1
2469,m,RB,1
2470,not,RB,3
2471,really,RB,6
2472,living,VBG,6
2473,it.,NN,3
2476,Nobody,NNP,6
2477,ever,RB,4
2478,lives,VBZ,5
2479,their,PRP$,5
2480,life,NN,4
2481,all,PDT,3
2482,the,DT,3
2483,way,NN,3
2484,up,RP,2
2485,except,IN,6
2486,bull-fighters.,JJ,14
2489,I,PRP,1
2491,m,RB,1
2492,not,RB,3
2493,interested,JJ,10
2494,in,IN,2
2495,bull-fighters,NNS,13
2497,That,IN,4
2499,s,VBD,1
2500,an,DT,2
2501,abnormal,JJ,8
2502,life,NN,4
2504,I,PRP,1
2505,want,VBP,4
2506,to,TO,2
2507,go,VB,2
2508,back,RB,4
2509,in,IN,2
2510,the,DT,3
2511,country,NN,7
2512,in,IN,2
2513,South,NNP,5
2514,America,NNP,7
2516,We,PRP,2
2517,could,MD,5
2518,have,VB,4
2519,a,DT,1
2520,great,JJ,5
2521,trip.,NN,5
2524,Did,NNP,3
2525,you,PRP,3
2526,ever,RB,4
2527,think,VBP,5
2528,about,IN,5
2529,going,VBG,5
2530,to,TO,2
2531,British,VB,7
2532,East,NNP,4
2533,Africa,NNP,6
2534,to,TO,2
2535,shoot,VB,5
2539,No,NNP,2
2541,I,PRP,1
2542,wouldn,VBP,6
2544,t,NN,1
2545,like,IN,4
2546,that.,NN,5
2549,I,PRP,1
2551,d,RB,1
2552,go,VBP,2
2553,there,RB,5
2554,with,IN,4
2555,you.,NNS,4
2558,No,NNP,2
2560,that,IN,4
2561,doesn,VBZ,5
2563,t,JJ,1
2564,interest,NN,8
2565,me.,NN,3
2568,That,IN,4
2570,s,NN,1
2571,because,IN,7
2572,you,PRP,3
2573,never,RB,5
2574,read,VB,4
2575,a,DT,1
2576,book,NN,4
2577,about,IN,5
2578,it,PRP,2
2580,Go,VB,2
2581,on,IN,2
2582,and,CC,3
2583,read,VB,4
2584,a,DT,1
2585,book,NN,4
2586,all,DT,3
2587,full,JJ,4
2588,of,IN,2
2589,love,NN,4
2590,affairs,NNS,7
2591,with,IN,4
2592,the,DT,3
2593,beautiful,JJ,9
2594,shiny,JJ,5
2595,black,JJ,5
2596,princesses.,NN,11
2599,I,PRP,1
2600,want,VBP,4
2601,to,TO,2
2602,go,VB,2
2603,to,TO,2
2604,South,NNP,5
2605,America.,NNP,8
2607,He,PRP,2
2608,had,VBD,3
2609,a,DT,1
2610,hard,JJ,4
2612,Jewish,JJ,6
2614,stubborn,JJ,8
2615,streak,NN,6
2618,Come,NNP,4
2619,on,IN,2
2620,down-stairs,NNS,11
2621,and,CC,3
2622,have,VBP,4
2623,a,DT,1
2624,drink.,NN,6
2627,Aren,NNP,4
2629,t,NN,1
2630,you,PRP,3
2631,working,VBG,7
2635,No,NNP,2
2638,I,PRP,1
2639,said,VBD,4
2641,We,PRP,2
2642,went,VBD,4
2643,down,IN,4
2644,the,DT,3
2645,stairs,NNS,6
2646,to,TO,2
2647,the,DT,3
2648,café,NN,4
2649,on,IN,2
2650,the,DT,3
2651,ground,NN,6
2652,floor,NN,5
2654,I,PRP,1
2655,had,VBD,3
2656,discovered,VBN,10
2657,that,IN,4
2658,was,VBD,3
2659,the,DT,3
2660,best,JJS,4
2661,way,NN,3
2662,to,TO,2
2663,get,VB,3
2664,rid,JJ,3
2665,of,IN,2
2666,friends,NNS,7
2668,Once,RB,4
2669,you,PRP,3
2670,had,VBD,3
2671,a,DT,1
2672,drink,NN,5
2673,all,DT,3
2674,you,PRP,3
2675,had,VBD,3
2676,to,TO,2
2677,say,VB,3
2678,was,VBD,3
2681,Well,NNP,4
2683,I,PRP,1
2685,ve,JJ,2
2686,got,VBD,3
2687,to,TO,2
2688,get,VB,3
2689,back,RB,4
2690,and,CC,3
2691,get,VB,3
2692,off,RP,3
2693,some,DT,4
2694,cables,NNS,6
2697,and,CC,3
2698,it,PRP,2
2699,was,VBD,3
2700,done,VBN,4
2702,It,PRP,2
2703,is,VBZ,2
2704,very,RB,4
2705,important,JJ,9
2706,to,TO,2
2707,discover,VB,8
2708,graceful,JJ,8
2709,exits,NNS,5
2710,like,IN,4
2711,that,DT,4
2712,in,IN,2
2713,the,DT,3
2714,newspaper,NN,9
2715,business,NN,8
2717,where,WRB,5
2718,it,PRP,2
2719,is,VBZ,2
2720,such,JJ,4
2721,an,DT,2
2722,important,JJ,9
2723,part,NN,4
2724,of,IN,2
2725,the,DT,3
2726,ethics,NNS,6
2727,that,IN,4
2728,you,PRP,3
2729,should,MD,6
2730,never,RB,5
2731,seem,VB,4
2732,to,TO,2
2733,be,VB,2
2734,working,VBG,7
2736,Anyway,RB,6
2738,we,PRP,2
2739,went,VBD,4
2740,down-stairs,NNS,11
2741,to,TO,2
2742,the,DT,3
2743,bar,NN,3
2744,and,CC,3
2745,had,VBD,3
2746,a,DT,1
2747,whiskey,NN,7
2748,and,CC,3
2749,soda,NN,4
2751,Cohn,NNP,4
2752,looked,VBD,6
2753,at,IN,2
2754,the,DT,3
2755,bottles,NNS,7
2756,in,IN,2
2757,bins,NNS,4
2758,around,IN,6
2759,the,DT,3
2760,wall,NN,4
2763,This,DT,4
2764,is,VBZ,2
2765,a,DT,1
2766,good,JJ,4
2767,place,NN,5
2770,he,PRP,2
2771,said,VBD,4
2774,There,EX,5
2776,s,VBD,1
2777,a,DT,1
2778,lot,NN,3
2779,of,IN,2
2780,liquor,NN,6
2783,I,PRP,1
2784,agreed,VBD,6
2787,Listen,NNP,6
2789,Jake,NNP,4
2792,he,PRP,2
2793,leaned,VBD,6
2794,forward,RB,7
2795,on,IN,2
2796,the,DT,3
2797,bar,NN,3
2800,Don,NNP,3
2802,t,NN,1
2803,you,PRP,3
2804,ever,RB,4
2805,get,VB,3
2806,the,DT,3
2807,feeling,NN,7
2808,that,IN,4
2809,all,DT,3
2810,your,PRP$,4
2811,life,NN,4
2812,is,VBZ,2
2813,going,VBG,5
2814,by,IN,2
2815,and,CC,3
2816,you,PRP,3
2818,re,JJ,2
2819,not,RB,3
2820,taking,VBG,6
2821,advantage,NN,9
2822,of,IN,2
2823,it,PRP,2
2825,Do,VB,2
2826,you,PRP,3
2827,realize,VB,7
2828,you,PRP,3
2830,ve,NNS,2
2831,lived,VBD,5
2832,nearly,RB,6
2833,half,PDT,4
2834,the,DT,3
2835,time,NN,4
2836,you,PRP,3
2837,have,VBP,4
2838,to,TO,2
2839,live,VB,4
2840,already,RB,7
2844,Yes,NNP,3
2846,every,DT,5
2847,once,RB,4
2848,in,IN,2
2849,a,DT,1
2850,while.,NN,6
2853,Do,NNP,2
2854,you,PRP,3
2855,know,VBP,4
2856,that,IN,4
2857,in,IN,2
2858,about,IN,5
2859,thirty-five,JJ,11
2860,years,NNS,5
2861,more,RBR,4
2862,we,PRP,2
2864,ll,JJ,2
2865,be,VB,2
2866,dead,JJ,4
2870,What,WP,4
2871,the,DT,3
2872,hell,NN,4
2874,Robert,NNP,6
2877,I,PRP,1
2878,said,VBD,4
2881,What,WP,4
2882,the,DT,3
2883,hell.,NN,5
2886,I,PRP,1
2888,m,JJ,1
2889,serious.,NN,8
2892,It,PRP,2
2894,s,VBZ,1
2895,one,CD,3
2896,thing,NN,5
2897,I,PRP,1
2898,don,VBP,3
2900,t,NN,1
2901,worry,NN,5
2902,about,IN,5
2905,I,PRP,1
2906,said,VBD,4
2909,You,PRP,3
2910,ought,MD,5
2911,to.,VB,3
2914,I,PRP,1
2916,ve,NNS,2
2917,had,VBD,3
2918,plenty,NN,6
2919,to,TO,2
2920,worry,VB,5
2921,about,IN,5
2922,one,CD,3
2923,time,NN,4
2924,or,CC,2
2925,other,JJ,5
2927,I,PRP,1
2929,m,RB,1
2930,through,IN,7
2931,worrying.,NN,9
2934,Well,NNP,4
2936,I,PRP,1
2937,want,VBP,4
2938,to,TO,2
2939,go,VB,2
2940,to,TO,2
2941,South,NNP,5
2942,America.,NNP,8
2945,Listen,NNP,6
2947,Robert,NNP,6
2949,going,VBG,5
2950,to,TO,2
2951,another,DT,7
2952,country,NN,7
2953,doesn,VBZ,5
2955,t,NNS,1
2956,make,VBP,4
2957,any,DT,3
2958,difference,NN,10
2960,I,PRP,1
2962,ve,JJ,2
2963,tried,VBD,5
2964,all,DT,3
2965,that,DT,4
2967,You,PRP,3
2968,can,MD,3
2970,t,JJ,1
2971,get,VB,3
2972,away,RB,4
2973,from,IN,4
2974,yourself,VBN,8
2975,by,IN,2
2976,moving,VBG,6
2977,from,IN,4
2978,one,CD,3
2979,place,NN,5
2980,to,TO,2
2981,another,DT,7
2983,There,EX,5
2985,s,NN,1
2986,nothing,NN,7
2987,to,TO,2
2988,that.,VB,5
2991,But,CC,3
2992,you,PRP,3
2994,ve,JJ,2
2995,never,RB,5
2996,been,VBN,4
2997,to,TO,2
2998,South,NNP,5
2999,America.,NNP,8
3002,South,NNP,5
3003,America,NNP,7
3004,hell,NN,4
3006,If,IN,2
3007,you,PRP,3
3008,went,VBD,4
3009,there,EX,5
3010,the,DT,3
3011,way,NN,3
3012,you,PRP,3
3013,feel,VBP,4
3014,now,RB,3
3015,it,PRP,2
3016,would,MD,5
3017,be,VB,2
3018,exactly,RB,7
3019,the,DT,3
3020,same,JJ,4
3022,This,DT,4
3023,is,VBZ,2
3024,a,DT,1
3025,good,JJ,4
3026,town,NN,4
3028,Why,WRB,3
3029,don,JJ,3
3031,t,NN,1
3032,you,PRP,3
3033,start,VBP,5
3034,living,VBG,6
3035,your,PRP$,4
3036,life,NN,4
3037,in,IN,2
3038,Paris,NNP,5
3042,I,PRP,1
3044,m,JJ,1
3045,sick,NN,4
3046,of,IN,2
3047,Paris,NNP,5
3049,and,CC,3
3050,I,PRP,1
3052,m,JJ,1
3053,sick,NN,4
3054,of,IN,2
3055,the,DT,3
3056,Quarter.,NNP,8
3059,Stay,NNP,4
3060,away,RB,4
3061,from,IN,4
3062,the,DT,3
3063,Quarter,NNP,7
3065,Cruise,NNP,6
3066,around,IN,6
3067,by,IN,2
3068,yourself,PRP,8
3069,and,CC,3
3070,see,VB,3
3071,what,WP,4
3072,happens,VBZ,7
3073,to,TO,2
3074,you.,VB,4
3077,Nothing,NNP,7
3078,happens,VBZ,7
3079,to,TO,2
3080,me,PRP,2
3082,I,PRP,1
3083,walked,VBD,6
3084,alone,RB,5
3085,all,DT,3
3086,one,CD,3
3087,night,NN,5
3088,and,CC,3
3089,nothing,NN,7
3090,happened,VBD,8
3091,except,IN,6
3092,a,DT,1
3093,bicycle,NN,7
3094,cop,NN,3
3095,stopped,VBD,7
3096,me,PRP,2
3097,and,CC,3
3098,asked,VBD,5
3099,to,TO,2
3100,see,VB,3
3101,my,PRP$,2
3102,papers.,NN,7
3105,Wasn,NNP,4
3107,t,VBD,1
3108,the,DT,3
3109,town,NN,4
3110,nice,NN,4
3111,at,IN,2
3112,night,NN,5
3116,I,PRP,1
3117,don,VBP,3
3119,t,NN,1
3120,care,NN,4
3121,for,IN,3
3122,Paris.,NNP,6
3124,So,NNP,2
3125,there,RB,5
3126,you,PRP,3
3127,were,VBD,4
3129,I,PRP,1
3130,was,VBD,3
3131,sorry,VBN,5
3132,for,IN,3
3133,him,PRP,3
3135,but,CC,3
3136,it,PRP,2
3137,was,VBD,3
3138,not,RB,3
3139,a,DT,1
3140,thing,NN,5
3141,you,PRP,3
3142,could,MD,5
3143,do,VB,2
3144,anything,NN,8
3145,about,IN,5
3147,because,IN,7
3148,right,JJ,5
3149,away,RB,4
3150,you,PRP,3
3151,ran,VBP,3
3152,up,RP,2
3153,against,IN,7
3154,the,DT,3
3155,two,CD,3
3156,stubbornnesses,NNS,14
3158,South,NNP,5
