w0,n,mle
lines,7,7.04735824742268e-05
linked,2,2.0135309278350515e-05
lion,1,1.0067654639175258e-05
lip,1,1.0067654639175258e-05
lipless,1,1.0067654639175258e-05
lips,7,7.04735824742268e-05
lipstick,1,1.0067654639175258e-05
liqueur,3,3.0202963917525774e-05
liqueurs,1,1.0067654639175258e-05
liquor,1,1.0067654639175258e-05
list,1,1.0067654639175258e-05
listen,17,0.00017115012886597937
listened,7,7.04735824742268e-05
listening,1,1.0067654639175258e-05
lit,6,6.040592783505155e-05
liter,1,1.0067654639175258e-05
literally,1,1.0067654639175258e-05
literary,5,5.0338273195876286e-05
literature,3,3.0202963917525774e-05
litre,1,1.0067654639175258e-05
litres,2,2.0135309278350515e-05
little,108,0.0010873067010309279
live,17,0.00017115012886597937
lived,7,7.04735824742268e-05
livery,1,1.0067654639175258e-05
lives,4,4.027061855670103e-05
living,7,7.04735824742268e-05
liège,1,1.0067654639175258e-05
lo,3,3.0202963917525774e-05
loaded,4,4.027061855670103e-05
loads,1,1.0067654639175258e-05
loaned,2,2.0135309278350515e-05
local,6,6.040592783505155e-05
locality,1,1.0067654639175258e-05
lock,1,1.0067654639175258e-05
locked,4,4.027061855670103e-05
lodge,1,1.0067654639175258e-05
log,4,4.027061855670103e-05
logs,1,1.0067654639175258e-05
london,3,3.0202963917525774e-05
lonely,1,1.0067654639175258e-05
long,80,0.0008054123711340206
longer,2,2.0135309278350515e-05
longings,1,1.0067654639175258e-05
look,79,0.0007953447164948454
looked,138,0.0013893363402061856
looking,76,0.0007651417525773196
looks,13,0.00013087951030927835
loopholes,2,2.0135309278350515e-05
loosen,1,1.0067654639175258e-05
loosened,1,1.0067654639175258e-05
lopéra,1,1.0067654639175258e-05
lord,2,2.0135309278350515e-05
lorgnons,1,1.0067654639175258e-05
los,1,1.0067654639175258e-05
lose,5,5.0338273195876286e-05
loses,1,1.0067654639175258e-05
loss,1,1.0067654639175258e-05
lost,9,9.060889175257732e-05
lot,33,0.0003322326030927835
lots,4,4.027061855670103e-05
loud,2,2.0135309278350515e-05
louis,2,2.0135309278350515e-05
lourdes,2,2.0135309278350515e-05
lousy,4,4.027061855670103e-05
love,40,0.0004027061855670103
loved,11,0.00011074420103092783
loveliest,1,1.0067654639175258e-05
lovely,29,0.00029196198453608247
lover,1,1.0067654639175258e-05
loves,2,2.0135309278350515e-05
low,13,0.00013087951030927835
lower,1,1.0067654639175258e-05
lowered,2,2.0135309278350515e-05
lowest,1,1.0067654639175258e-05
loyal,1,1.0067654639175258e-05
loyola,2,2.0135309278350515e-05
luck,6,6.040592783505155e-05
lucky,2,2.0135309278350515e-05
lumber,1,1.0067654639175258e-05
luminous,1,1.0067654639175258e-05
lump,1,1.0067654639175258e-05
lumping,1,1.0067654639175258e-05
lunch,36,0.0003624355670103093
lunched,1,1.0067654639175258e-05
lunchthat,1,1.0067654639175258e-05
lurched,1,1.0067654639175258e-05
lures,1,1.0067654639175258e-05
luxembourg,1,1.0067654639175258e-05
luz,2,2.0135309278350515e-05
lying,8,8.054123711340206e-05
lyons,1,1.0067654639175258e-05
m,1,1.0067654639175258e-05
maam,2,2.0135309278350515e-05
mad,4,4.027061855670103e-05
madam,1,1.0067654639175258e-05
madame,6,6.040592783505155e-05
made,68,0.0006846005154639175
madeleine,2,2.0135309278350515e-05
mademoiselle,5,5.0338273195876286e-05
madrid,15,0.00015101481958762887
magazine,6,6.040592783505155e-05
maggiore,1,1.0067654639175258e-05
magnesium,1,1.0067654639175258e-05
magnums,1,1.0067654639175258e-05
maid,3,3.0202963917525774e-05
maids,3,3.0202963917525774e-05
mail,6,6.040592783505155e-05
make,67,0.0006745328608247423
makes,15,0.00015101481958762887
making,13,0.00013087951030927835
mala,2,2.0135309278350515e-05
malaga,1,1.0067654639175258e-05
malagueño,1,1.0067654639175258e-05
male,1,1.0067654639175258e-05
man,72,0.0007248711340206186
manageable,1,1.0067654639175258e-05
manager,2,2.0135309278350515e-05
managers,1,1.0067654639175258e-05
manila,1,1.0067654639175258e-05
manipulated,1,1.0067654639175258e-05
manner,3,3.0202963917525774e-05
manners,5,5.0338273195876286e-05
manning,2,2.0135309278350515e-05
mans,2,2.0135309278350515e-05
manuel,6,6.040592783505155e-05
manufacturers,1,1.0067654639175258e-05
many,28,0.0002818943298969072
marble,3,3.0202963917525774e-05
marc,3,3.0202963917525774e-05
march,1,1.0067654639175258e-05
marched,2,2.0135309278350515e-05
marcial,12,0.0001208118556701031
marcials,1,1.0067654639175258e-05
margaux,1,1.0067654639175258e-05
marinas,4,4.027061855670103e-05
mark,1,1.0067654639175258e-05
marked,3,3.0202963917525774e-05
market,4,4.027061855670103e-05
markets,1,1.0067654639175258e-05
marquez,1,1.0067654639175258e-05
marriage,1,1.0067654639175258e-05
married,11,0.00011074420103092783
marries,1,1.0067654639175258e-05
marry,24,0.0002416237113402062
marrying,1,1.0067654639175258e-05
marshal,1,1.0067654639175258e-05
martini,3,3.0202963917525774e-05
martinis,3,3.0202963917525774e-05
mashed,1,1.0067654639175258e-05
mask,1,1.0067654639175258e-05
mason,1,1.0067654639175258e-05
mass,5,5.0338273195876286e-05
massachusetts,1,1.0067654639175258e-05
massacred,1,1.0067654639175258e-05
massed,1,1.0067654639175258e-05
matador,1,1.0067654639175258e-05
matadors,6,6.040592783505155e-05
matched,1,1.0067654639175258e-05
material,3,3.0202963917525774e-05
matter,30,0.00030202963917525774
mattock,2,2.0135309278350515e-05
maximum,1,1.0067654639175258e-05
may,3,3.0202963917525774e-05
maybe,16,0.00016108247422680412
maître,1,1.0067654639175258e-05
mcgintys,1,1.0067654639175258e-05
me,408,0.004107603092783505
meadow,2,2.0135309278350515e-05
meal,20,0.00020135309278350514
mean,26,0.0002617590206185567
means,6,6.040592783505155e-05
meant,11,0.00011074420103092783
meat,2,2.0135309278350515e-05
meats,1,1.0067654639175258e-05
medals,20,0.00020135309278350514
meet,14,0.0001409471649484536
meeting,1,1.0067654639175258e-05
mego,1,1.0067654639175258e-05
mehe,1,1.0067654639175258e-05
member,2,2.0135309278350515e-05
members,2,2.0135309278350515e-05
men,41,0.00041277384020618556
mencken,6,6.040592783505155e-05
mention,2,2.0135309278350515e-05
merely,1,1.0067654639175258e-05
merriment,1,1.0067654639175258e-05
mess,2,2.0135309278350515e-05
message,7,7.04735824742268e-05
met,15,0.00015101481958762887
metal,1,1.0067654639175258e-05
metres,1,1.0067654639175258e-05
michael,25,0.0002516913659793814
michaels,5,5.0338273195876286e-05
michel,3,3.0202963917525774e-05
middleweight,3,3.0202963917525774e-05
midst,1,1.0067654639175258e-05
might,22,0.00022148840206185567
mighty,1,1.0067654639175258e-05
mike,246,0.0024766430412371133
mikes,5,5.0338273195876286e-05
milano,4,4.027061855670103e-05
military,5,5.0338273195876286e-05
milk,2,2.0135309278350515e-05
milky,1,1.0067654639175258e-05
millionaire,1,1.0067654639175258e-05
mimicked,1,1.0067654639175258e-05
mind,29,0.00029196198453608247
mine,10,0.00010067654639175257
miniature,2,2.0135309278350515e-05
minute,8,8.054123711340206e-05
minutes,12,0.0001208118556701031
mippipopolous,3,3.0202963917525774e-05
miracle,1,1.0067654639175258e-05
mirror,3,3.0202963917525774e-05
miserable,2,2.0135309278350515e-05
misjudged,1,1.0067654639175258e-05
missed,3,3.0202963917525774e-05
missing,1,1.0067654639175258e-05
mistake,4,4.027061855670103e-05
mister,1,1.0067654639175258e-05
mistress,2,2.0135309278350515e-05
mistresses,1,1.0067654639175258e-05
mistrust,1,1.0067654639175258e-05
misunderstand,1,1.0067654639175258e-05
misunderstanding,1,1.0067654639175258e-05
misunderstood,1,1.0067654639175258e-05
miura,1,1.0067654639175258e-05
miuras,2,2.0135309278350515e-05
mix,4,4.027061855670103e-05
mixture,1,1.0067654639175258e-05
modern,1,1.0067654639175258e-05
moisture,1,1.0067654639175258e-05
moment,3,3.0202963917525774e-05
moments,2,2.0135309278350515e-05
monastery,3,3.0202963917525774e-05
monastic,1,1.0067654639175258e-05
monday,4,4.027061855670103e-05
money,53,0.0005335856958762886
moneys,3,3.0202963917525774e-05
mono,3,3.0202963917525774e-05
mons,1,1.0067654639175258e-05
monsieur,5,5.0338273195876286e-05
mont,1,1.0067654639175258e-05
montagne,1,1.0067654639175258e-05
montana,10,0.00010067654639175257
monte,2,2.0135309278350515e-05
montereau,1,1.0067654639175258e-05
month,2,2.0135309278350515e-05
months,3,3.0202963917525774e-05
montmartre,4,4.027061855670103e-05
montoya,51,0.0005134503865979382
montoyas,2,2.0135309278350515e-05
montparnasse,6,6.040592783505155e-05
montrouge,1,1.0067654639175258e-05
montsouris,2,2.0135309278350515e-05
monument,1,1.0067654639175258e-05
moon,4,4.027061855670103e-05
moonlight,1,1.0067654639175258e-05
moors,1,1.0067654639175258e-05
mopped,2,2.0135309278350515e-05
mopping,2,2.0135309278350515e-05
moraine,1,1.0067654639175258e-05
morality,1,1.0067654639175258e-05
more,64,0.0006443298969072165
morning,62,0.0006241945876288659
mornings,2,2.0135309278350515e-05
moron,3,3.0202963917525774e-05
morrow,18,0.00018121778350515465
most,12,0.0001208118556701031
mother,13,0.00013087951030927835
mothers,3,3.0202963917525774e-05
motion,1,1.0067654639175258e-05
motioned,1,1.0067654639175258e-05
motor,11,0.00011074420103092783
mouche,1,1.0067654639175258e-05
mouffetard,1,1.0067654639175258e-05
mould,1,1.0067654639175258e-05
moulded,1,1.0067654639175258e-05
mount,1,1.0067654639175258e-05
mountain,4,4.027061855670103e-05
mountains,21,0.00021142074742268042
mountainside,1,1.0067654639175258e-05
mountainsides,1,1.0067654639175258e-05
mounted,1,1.0067654639175258e-05
moustache,1,1.0067654639175258e-05
mouth,11,0.00011074420103092783
mouthpiece,1,1.0067654639175258e-05
move,3,3.0202963917525774e-05
moved,9,9.060889175257732e-05
movement,3,3.0202963917525774e-05
movements,1,1.0067654639175258e-05
moving,4,4.027061855670103e-05
mr,18,0.00018121778350515465
mrs,16,0.00016108247422680412
much,66,0.000664465206185567
mucha,1,1.0067654639175258e-05
mud,2,2.0135309278350515e-05
muddy,2,2.0135309278350515e-05
muerto,2,2.0135309278350515e-05
mug,1,1.0067654639175258e-05
mule,1,1.0067654639175258e-05
mules,7,7.04735824742268e-05
muleta,8,8.054123711340206e-05
muletas,4,4.027061855670103e-05
mumms,2,2.0135309278350515e-05
mummy,1,1.0067654639175258e-05
municipal,1,1.0067654639175258e-05
muratti,1,1.0067654639175258e-05
muscle,3,3.0202963917525774e-05
muscles,2,2.0135309278350515e-05
musette,1,1.0067654639175258e-05
music,22,0.00022148840206185567
must,60,0.0006040592783505155
musta,1,1.0067654639175258e-05
mustaches,1,1.0067654639175258e-05
mustnt,3,3.0202963917525774e-05
muttered,1,1.0067654639175258e-05
muy,4,4.027061855670103e-05
muzzle,2,2.0135309278350515e-05
my,240,0.002416237113402062
myself,27,0.00027182667525773197
mysteries,1,1.0067654639175258e-05
mystery,1,1.0067654639175258e-05
mystic,1,1.0067654639175258e-05
mystifications,1,1.0067654639175258e-05
nacional,1,1.0067654639175258e-05
nada,1,1.0067654639175258e-05
name,20,0.00020135309278350514
named,7,7.04735824742268e-05
names,4,4.027061855670103e-05
nap,1,1.0067654639175258e-05
napolitain,3,3.0202963917525774e-05
narrow,7,7.04735824742268e-05
nasty,4,4.027061855670103e-05
natural,2,2.0135309278350515e-05
naturally,2,2.0135309278350515e-05
nature,1,1.0067654639175258e-05
navarrais,1,1.0067654639175258e-05
near,6,6.040592783505155e-05
nearest,1,1.0067654639175258e-05
nearly,4,4.027061855670103e-05
necessary,3,3.0202963917525774e-05
neck,11,0.00011074420103092783
necks,2,2.0135309278350515e-05
need,6,6.040592783505155e-05
needed,4,4.027061855670103e-05
negre,2,2.0135309278350515e-05
neither,6,6.040592783505155e-05
nerves,3,3.0202963917525774e-05
nervous,9,9.060889175257732e-05
nervousness,1,1.0067654639175258e-05
nervy,3,3.0202963917525774e-05
net,2,2.0135309278350515e-05
nets,3,3.0202963917525774e-05
never,105,0.001057103737113402
nevertheless,1,1.0067654639175258e-05
new,35,0.000352367912371134
newcomer,1,1.0067654639175258e-05
newly,1,1.0067654639175258e-05
news,3,3.0202963917525774e-05
newspaper,8,8.054123711340206e-05
newspapers,2,2.0135309278350515e-05
next,30,0.00030202963917525774
ney,1,1.0067654639175258e-05
neys,1,1.0067654639175258e-05
nice,64,0.0006443298969072165
nickelled,1,1.0067654639175258e-05
nigger,15,0.00015101481958762887
niggerd,1,1.0067654639175258e-05
niggers,1,1.0067654639175258e-05
night,93,0.000936291881443299
nightmare,2,2.0135309278350515e-05
nightmares,1,1.0067654639175258e-05
nights,4,4.027061855670103e-05
nine,6,6.040592783505155e-05
nineteen,4,4.027061855670103e-05
ninth,1,1.0067654639175258e-05
nix,1,1.0067654639175258e-05
no,201,0.002023598582474227
noble,2,2.0135309278350515e-05
nobody,11,0.00011074420103092783
nod,1,1.0067654639175258e-05
nodded,12,0.0001208118556701031
noise,9,9.060889175257732e-05
noisy,4,4.027061855670103e-05
none,5,5.0338273195876286e-05
noon,8,8.054123711340206e-05
nope,1,1.0067654639175258e-05
nor,9,9.060889175257732e-05
norte,1,1.0067654639175258e-05
north,3,3.0202963917525774e-05
nose,10,0.00010067654639175257
nosed,1,1.0067654639175258e-05
not,418,0.0042082796391752575
notched,1,1.0067654639175258e-05
note,5,5.0338273195876286e-05
nothing,39,0.00039263853092783507
notice,4,4.027061855670103e-05
noticeable,1,1.0067654639175258e-05
noticed,3,3.0202963917525774e-05
notices,1,1.0067654639175258e-05
notre,3,3.0202963917525774e-05
nouvelle,1,1.0067654639175258e-05
novel,5,5.0338273195876286e-05
novelist,1,1.0067654639175258e-05
now,103,0.0010369684278350515
nowadays,1,1.0067654639175258e-05
nozzle,2,2.0135309278350515e-05
nt,1,1.0067654639175258e-05
nuestra,1,1.0067654639175258e-05
nuisance,1,1.0067654639175258e-05
numbed,1,1.0067654639175258e-05
number,5,5.0338273195876286e-05
numbered,1,1.0067654639175258e-05
nurses,2,2.0135309278350515e-05
o,4,4.027061855670103e-05
oak,2,2.0135309278350515e-05
oaks,1,1.0067654639175258e-05
objected,1,1.0067654639175258e-05
obligations,1,1.0067654639175258e-05
obscure,1,1.0067654639175258e-05
obsessed,1,1.0067654639175258e-05
obstinate,1,1.0067654639175258e-05
obvious,1,1.0067654639175258e-05
obviously,1,1.0067654639175258e-05
occasionally,1,1.0067654639175258e-05
occupation,1,1.0067654639175258e-05
occupy,1,1.0067654639175258e-05
ocean,1,1.0067654639175258e-05
oclock,21,0.00021142074742268042
odd,3,3.0202963917525774e-05
odile,1,1.0067654639175258e-05
of,1125,0.011326111469072165
off,118,0.0011879832474226803
offended,2,2.0135309278350515e-05
offered,9,9.060889175257732e-05
offering,3,3.0202963917525774e-05
office,23,0.00023155605670103092
officer,1,1.0067654639175258e-05
officers,1,1.0067654639175258e-05
often,5,5.0338273195876286e-05
ogrady,1,1.0067654639175258e-05
oh,118,0.0011879832474226803
ohio,1,1.0067654639175258e-05
oil,3,3.0202963917525774e-05
oiled,1,1.0067654639175258e-05
old,62,0.0006241945876288659
older,3,3.0202963917525774e-05
oldest,2,2.0135309278350515e-05
olive,1,1.0067654639175258e-05
on,639,0.006433231314432989
once,23,0.00023155605670103092
one,259,0.0026075225515463916
ones,11,0.00011074420103092783
oneshaking,1,1.0067654639175258e-05
onions,1,1.0067654639175258e-05
onlookers,2,2.0135309278350515e-05
only,76,0.0007651417525773196
onto,16,0.00016108247422680412
open,28,0.0002818943298969072
opened,28,0.0002818943298969072
opening,4,4.027061855670103e-05
opens,1,1.0067654639175258e-05
opéra,1,1.0067654639175258e-05
or,66,0.000664465206185567
oral,1,1.0067654639175258e-05
orange,1,1.0067654639175258e-05
orchestra,1,1.0067654639175258e-05
order,6,6.040592783505155e-05
ordered,7,7.04735824742268e-05
ordinarily,1,1.0067654639175258e-05
organizing,1,1.0067654639175258e-05
orquito,2,2.0135309278350515e-05
orquitos,1,1.0067654639175258e-05
ospedale,1,1.0067654639175258e-05
ostentatious,1,1.0067654639175258e-05
other,81,0.0008154800257731959
others,13,0.00013087951030927835
otherwise,1,1.0067654639175258e-05
ought,31,0.00031209729381443297
oughtnt,3,3.0202963917525774e-05
our,40,0.0004027061855670103
ours,2,2.0135309278350515e-05
out,390,0.0039263853092783504
outbursts,1,1.0067654639175258e-05
outer,1,1.0067654639175258e-05
outlying,1,1.0067654639175258e-05
outside,48,0.0004832474226804124
outsiders,1,1.0067654639175258e-05
over,149,0.0015000805412371135
overfoliaged,1,1.0067654639175258e-05
overmatched,1,1.0067654639175258e-05
overor,1,1.0067654639175258e-05
oversensitized,1,1.0067654639175258e-05
overtipped,1,1.0067654639175258e-05
owe,4,4.027061855670103e-05
owed,1,1.0067654639175258e-05
owes,1,1.0067654639175258e-05
own,27,0.00027182667525773197
owned,1,1.0067654639175258e-05
owner,4,4.027061855670103e-05
owns,1,1.0067654639175258e-05
oxen,1,1.0067654639175258e-05
p,1,1.0067654639175258e-05
pack,4,4.027061855670103e-05
packages,1,1.0067654639175258e-05
packed,10,0.00010067654639175257
packing,1,1.0067654639175258e-05
padiglione,2,2.0135309278350515e-05
page,1,1.0067654639175258e-05
pages,1,1.0067654639175258e-05
paid,28,0.0002818943298969072
pain,4,4.027061855670103e-05
painful,2,2.0135309278350515e-05
painfully,1,1.0067654639175258e-05
painted,2,2.0135309278350515e-05
painter,4,4.027061855670103e-05
pairs,1,1.0067654639175258e-05
paix,1,1.0067654639175258e-05
pajamas,1,1.0067654639175258e-05
palace,2,2.0135309278350515e-05
palm,1,1.0067654639175258e-05
pamplona,24,0.0002416237113402062
paname,1,1.0067654639175258e-05
panel,2,2.0135309278350515e-05
panelled,1,1.0067654639175258e-05
panels,1,1.0067654639175258e-05
panic,1,1.0067654639175258e-05
panier,1,1.0067654639175258e-05
pantheon,2,2.0135309278350515e-05
pants,2,2.0135309278350515e-05
paper,16,0.00016108247422680412
papers,13,0.00013087951030927835
parc,2,2.0135309278350515e-05
parcels,1,1.0067654639175258e-05
parchment,1,1.0067654639175258e-05
paris,38,0.0003825708762886598
park,7,7.04735824742268e-05
parked,1,1.0067654639175258e-05
parking,1,1.0067654639175258e-05
parquet,1,1.0067654639175258e-05
part,13,0.00013087951030927835
particularly,1,1.0067654639175258e-05
parties,2,2.0135309278350515e-05
partition,1,1.0067654639175258e-05
partner,2,2.0135309278350515e-05
parts,1,1.0067654639175258e-05
party,6,6.040592783505155e-05
pas,1,1.0067654639175258e-05
paseo,3,3.0202963917525774e-05
pass,12,0.0001208118556701031
passable,1,1.0067654639175258e-05
passage,1,1.0067654639175258e-05
passageway,2,2.0135309278350515e-05
passed,43,0.00043290914948453606
passengers,1,1.0067654639175258e-05
passes,3,3.0202963917525774e-05
passing,2,2.0135309278350515e-05
passion,1,1.0067654639175258e-05
passionate,1,1.0067654639175258e-05
passport,2,2.0135309278350515e-05
passports,2,2.0135309278350515e-05
password,1,1.0067654639175258e-05
past,19,0.0001912854381443299
pastureland,1,1.0067654639175258e-05
patch,1,1.0067654639175258e-05
patches,6,6.040592783505155e-05
patent,1,1.0067654639175258e-05
path,5,5.0338273195876286e-05
patronne,3,3.0202963917525774e-05
patronnes,2,2.0135309278350515e-05
paula,1,1.0067654639175258e-05
pause,1,1.0067654639175258e-05
paused,2,2.0135309278350515e-05
paved,1,1.0067654639175258e-05
pavement,4,4.027061855670103e-05
pay,19,0.0001912854381443299
paying,2,2.0135309278350515e-05
pays,5,5.0338273195876286e-05
peasant,1,1.0067654639175258e-05
peasants,5,5.0338273195876286e-05
pedal,3,3.0202963917525774e-05
pedro,23,0.00023155605670103092
peeling,1,1.0067654639175258e-05
pelota,3,3.0202963917525774e-05
pelouse,1,1.0067654639175258e-05
pen,3,3.0202963917525774e-05
people,124,0.0012483891752577319
peoples,1,1.0067654639175258e-05
per,1,1.0067654639175258e-05
percale,1,1.0067654639175258e-05
perfect,6,6.040592783505155e-05
perfectly,7,7.04735824742268e-05
perfunctorily,1,1.0067654639175258e-05
perhaps,17,0.00017115012886597937
period,1,1.0067654639175258e-05
perish,1,1.0067654639175258e-05
permanently,2,2.0135309278350515e-05
permission,1,1.0067654639175258e-05
permits,1,1.0067654639175258e-05
pernod,6,6.040592783505155e-05
pernods,1,1.0067654639175258e-05
person,5,5.0338273195876286e-05
personages,1,1.0067654639175258e-05
personal,2,2.0135309278350515e-05
personally,1,1.0067654639175258e-05
persons,1,1.0067654639175258e-05
perspiring,1,1.0067654639175258e-05
pesage,1,1.0067654639175258e-05
peseta,1,1.0067654639175258e-05
pesetas,14,0.0001409471649484536
pestilential,1,1.0067654639175258e-05
petite,1,1.0067654639175258e-05
phantom,1,1.0067654639175258e-05
pharmacy,1,1.0067654639175258e-05
pheasants,1,1.0067654639175258e-05
philosophies,1,1.0067654639175258e-05
philosophy,1,1.0067654639175258e-05
photographs,4,4.027061855670103e-05
phrase,1,1.0067654639175258e-05
phrases,1,1.0067654639175258e-05
piano,2,2.0135309278350515e-05
pic,4,4.027061855670103e-05
picador,5,5.0338273195876286e-05
picadors,4,4.027061855670103e-05
piccadilly,1,1.0067654639175258e-05
pick,4,4.027061855670103e-05
picked,8,8.054123711340206e-05
picking,1,1.0067654639175258e-05
pickled,1,1.0067654639175258e-05
pics,1,1.0067654639175258e-05
picture,2,2.0135309278350515e-05
pictures,2,2.0135309278350515e-05
picturing,1,1.0067654639175258e-05
pie,2,2.0135309278350515e-05
piece,11,0.00011074420103092783
pieces,4,4.027061855670103e-05
pied,1,1.0067654639175258e-05
pig,1,1.0067654639175258e-05
pigeons,2,2.0135309278350515e-05
pigskin,1,1.0067654639175258e-05
pile,3,3.0202963917525774e-05
piled,2,2.0135309278350515e-05
piles,1,1.0067654639175258e-05
pilgrim,1,1.0067654639175258e-05
pilgrimage,1,1.0067654639175258e-05
pilgrims,3,3.0202963917525774e-05
pillars,2,2.0135309278350515e-05
pimp,2,2.0135309278350515e-05
pine,2,2.0135309278350515e-05
pines,2,2.0135309278350515e-05
pink,1,1.0067654639175258e-05
pipe,7,7.04735824742268e-05
piped,1,1.0067654639175258e-05
pipes,4,4.027061855670103e-05
piping,1,1.0067654639175258e-05
pirotecnico,1,1.0067654639175258e-05
pit,1,1.0067654639175258e-05
pitcher,2,2.0135309278350515e-05
pitiful,2,2.0135309278350515e-05
pits,1,1.0067654639175258e-05
pity,13,0.00013087951030927835
pivoted,3,3.0202963917525774e-05
place,31,0.00031209729381443297
placed,1,1.0067654639175258e-05
places,6,6.040592783505155e-05
plain,12,0.0001208118556701031
plainly,1,1.0067654639175258e-05
plains,2,2.0135309278350515e-05
plane,1,1.0067654639175258e-05
plank,1,1.0067654639175258e-05
planks,7,7.04735824742268e-05
plastered,1,1.0067654639175258e-05
plate,2,2.0135309278350515e-05
plateau,10,0.00010067654639175257
plates,2,2.0135309278350515e-05
platform,2,2.0135309278350515e-05
platonic,2,2.0135309278350515e-05
play,10,0.00010067654639175257
played,6,6.040592783505155e-05
playing,12,0.0001208118556701031
plaza,5,5.0338273195876286e-05
pleasant,18,0.00018121778350515465
pleasantly,1,1.0067654639175258e-05
please,19,0.0001912854381443299
pleased,6,6.040592783505155e-05
pleasure,6,6.040592783505155e-05
plenty,13,0.00013087951030927835
plump,1,1.0067654639175258e-05
pocket,11,0.00011074420103092783
pockets,1,1.0067654639175258e-05
pockmarked,1,1.0067654639175258e-05
point,8,8.054123711340206e-05
pointed,7,7.04735824742268e-05
pointing,3,3.0202963917525774e-05
points,1,1.0067654639175258e-05
poised,1,1.0067654639175258e-05
poisonous,1,1.0067654639175258e-05
poked,1,1.0067654639175258e-05
poker,2,2.0135309278350515e-05
poles,2,2.0135309278350515e-05
police,5,5.0338273195876286e-05
policeman,3,3.0202963917525774e-05
policemen,2,2.0135309278350515e-05
polished,1,1.0067654639175258e-05
polite,4,4.027061855670103e-05
politely,2,2.0135309278350515e-05
polo,3,3.0202963917525774e-05
ponte,2,2.0135309278350515e-05
pool,3,3.0202963917525774e-05
pools,1,1.0067654639175258e-05
poor,13,0.00013087951030927835
pop,2,2.0135309278350515e-05
poppies,1,1.0067654639175258e-05
popular,1,1.0067654639175258e-05
por,1,1.0067654639175258e-05
porches,1,1.0067654639175258e-05
port,4,4.027061855670103e-05
porter,4,4.027061855670103e-05
porto,1,1.0067654639175258e-05
portrait,1,1.0067654639175258e-05
posada,3,3.0202963917525774e-05
position,1,1.0067654639175258e-05
positive,1,1.0067654639175258e-05
positively,1,1.0067654639175258e-05
possessed,1,1.0067654639175258e-05
possessing,1,1.0067654639175258e-05
possession,1,1.0067654639175258e-05
possible,1,1.0067654639175258e-05
possibly,1,1.0067654639175258e-05
post,5,5.0338273195876286e-05
postman,1,1.0067654639175258e-05
posts,1,1.0067654639175258e-05
pot,2,2.0135309278350515e-05
potato,1,1.0067654639175258e-05
potatoes,1,1.0067654639175258e-05
pots,3,3.0202963917525774e-05
pouches,1,1.0067654639175258e-05
poule,1,1.0067654639175258e-05
poules,1,1.0067654639175258e-05
pounded,1,1.0067654639175258e-05
pounding,2,2.0135309278350515e-05
pounds,5,5.0338273195876286e-05
poured,16,0.00016108247422680412
pouring,1,1.0067654639175258e-05
powdered,1,1.0067654639175258e-05
powdering,1,1.0067654639175258e-05
power,1,1.0067654639175258e-05
practical,2,2.0135309278350515e-05
practically,1,1.0067654639175258e-05
praised,1,1.0067654639175258e-05
pray,4,4.027061855670103e-05
prayed,5,5.0338273195876286e-05
praying,5,5.0338273195876286e-05
precious,1,1.0067654639175258e-05
preferred,1,1.0067654639175258e-05
prentiss,1,1.0067654639175258e-05
prep,1,1.0067654639175258e-05
prepared,1,1.0067654639175258e-05
prepped,1,1.0067654639175258e-05
present,1,1.0067654639175258e-05
presentation,1,1.0067654639175258e-05
president,9,9.060889175257732e-05
presidents,4,4.027061855670103e-05
pressed,5,5.0338273195876286e-05
pressing,3,3.0202963917525774e-05
pressure,1,1.0067654639175258e-05
pretended,1,1.0067654639175258e-05
pretty,22,0.00022148840206185567
prevent,1,1.0067654639175258e-05
price,4,4.027061855670103e-05
priceless,1,1.0067654639175258e-05
prices,2,2.0135309278350515e-05
pride,1,1.0067654639175258e-05
priest,2,2.0135309278350515e-05
priests,1,1.0067654639175258e-05
primo,1,1.0067654639175258e-05
prince,2,2.0135309278350515e-05
princesses,1,1.0067654639175258e-05
princeton,8,8.054123711340206e-05
printed,2,2.0135309278350515e-05
printing,1,1.0067654639175258e-05
private,1,1.0067654639175258e-05
prize,2,2.0135309278350515e-05
probably,21,0.00021142074742268042
procession,8,8.054123711340206e-05
produced,2,2.0135309278350515e-05
product,1,1.0067654639175258e-05
professional,1,1.0067654639175258e-05
professionally,1,1.0067654639175258e-05
profiled,2,2.0135309278350515e-05
programme,1,1.0067654639175258e-05
prohibition,1,1.0067654639175258e-05
promenade,3,3.0202963917525774e-05
promised,5,5.0338273195876286e-05
promoter,1,1.0067654639175258e-05
promptly,1,1.0067654639175258e-05
pronounced,1,1.0067654639175258e-05
proper,1,1.0067654639175258e-05
properly,1,1.0067654639175258e-05
proposing,1,1.0067654639175258e-05
proprietor,3,3.0202963917525774e-05
proselyting,1,1.0067654639175258e-05
prospect,1,1.0067654639175258e-05
protest,1,1.0067654639175258e-05
protestants,1,1.0067654639175258e-05
proud,2,2.0135309278350515e-05
proudly,1,1.0067654639175258e-05
provide,1,1.0067654639175258e-05
provincetown,2,2.0135309278350515e-05
pry,1,1.0067654639175258e-05
pub,8,8.054123711340206e-05
public,5,5.0338273195876286e-05
publication,1,1.0067654639175258e-05
publish,1,1.0067654639175258e-05
publisher,2,2.0135309278350515e-05
publishers,1,1.0067654639175258e-05
puerta,1,1.0067654639175258e-05
puffed,2,2.0135309278350515e-05
